Tag Name,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
AS-TBN28-86,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine10-6,
AS-TBN28-85,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine10-5,
AS-TBN28-84,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine10-4,
AS-TBN28-83,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine10-3,
AS-TBN28-82,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine10-2,
AS-TBN28-81,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine100-1,
AS-TBN28-80,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine100-10,
AS-TBN28-79,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine100-9,
AS-TBN28-78,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine100-8,
AS-TBN28-77,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine100-7,
AS-TBN28-76,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine100-6,
AS-TBN28-75,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine100-5,
AS-TBN28-74,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine100-4,
AS-TBN28-73,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine100-3,
AS-TBN28-72,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine100-2,
AS-TBN28-71,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine11-1,
AS-TBN28-70,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine11-10,
AS-TBN28-69,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine11-9,
AS-TBN28-68,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine11-8,
AS-TBN28-67,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine11-7,
AS-TBN28-66,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine11-6,
AS-TBN28-65,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine11-5,
AS-TBN28-64,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine11-4,
AS-TBN28-63,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine11-3,
AS-TBN28-62,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine11-2,
AS-TBN28-61,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine12-1,
AS-TBN28-60,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine12-10,
AS-TBN28-59,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine12-9,
AS-TBN28-58,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine12-8,
AS-TBN28-57,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine12-7,
AS-TBN28-56,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine12-6,
AS-TBN28-55,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine12-5,
AS-TBN28-54,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine12-4,
AS-TBN28-53,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine12-3,
AS-TBN28-52,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine12-2,
AS-TBN28-51,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine13-1,
AS-TBN28-50,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine13-10,
AS-TBN28-49,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine13-9,
AS-TBN28-48,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine13-8,
AS-TBN28-47,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine13-7,
AS-TBN28-46,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine13-6,
AS-TBN28-45,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine13-5,
AS-TBN28-44,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine13-4,
AS-TBN28-43,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine13-3,
AS-TBN28-42,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine13-2,
AS-TBN28-41,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine14-1,
AS-TBN28-40,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine14-10,
AS-TBN28-39,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine14-9,
AS-TBN28-38,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine14-8,
AS-TBN28-37,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine14-7,
AS-TBN28-36,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine14-6,
AS-TBN28-35,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine14-5,
AS-TBN28-34,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine14-4,
AS-TBN28-33,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine14-3,
AS-TBN28-32,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine14-2,
AS-TBN28-31,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine15-1,
AS-TBN28-30,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine15-10,
AS-TBN28-29,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine15-9,
AS-TBN28-28,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine15-8,
AS-TBN28-27,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine15-7,
AS-TBN28-26,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine15-6,
AS-TBN28-25,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine15-5,
AS-TBN28-24,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine15-4,
AS-TBN28-23,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine15-3,
AS-TBN28-22,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine15-2,
AS-TBN28-21,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine16-1,
AS-TBN28-20,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine16-10,
AS-TBN28-19,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine16-9,
AS-TBN28-18,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine16-8,
AS-TBN28-17,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine16-7,
AS-TBN28-16,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine16-6,
AS-TBN28-15,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine16-5,
AS-TBN28-14,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine16-4,
AS-TBN28-13,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine16-3,
AS-TBN28-12,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine16-2,
AS-TBN28-11,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine17-1,
AS-TBN28-10,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine17-10,
AS-TBN28-9,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine17-9,
AS-TBN28-8,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine17-8,
AS-TBN28-7,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine17-7,
AS-TBN28-6,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine17-6,
AS-TBN28-5,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine17-5,
AS-TBN28-4,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine17-4,
AS-TBN28-3,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine17-3,
AS-TBN28-2,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine17-2,
AS-TBN29-29,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine18-1,
AS-TBN29-28,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine18-10,
AS-TBN29-27,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine18-9,
AS-TBN29-26,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine18-8,
AS-TBN29-25,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine18-7,
AS-TBN29-24,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine18-6,
AS-TBN29-23,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine18-5,
AS-TBN29-22,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine18-4,
AS-TBN29-21,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine18-3,
AS-TBN29-20,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine18-2,
AS-TBN29-19,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine19-1,
AS-TBN29-18,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine19-10,
AS-TBN29-17,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine19-9,
AS-TBN29-16,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine19-8,
AS-TBN29-15,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine19-7,
AS-TBN29-14,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine19-6,
AS-TBN29-13,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine19-5,
AS-TBN29-12,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine19-4,
AS-TBN29-11,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine19-3,
AS-TBN29-10,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine19-2,
AS-TBN29-9,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine2-1,
AS-TBN29-8,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine2-10,
AS-TBN29-7,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine2-9,
AS-TBN29-6,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine2-8,
AS-TBN29-5,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine2-7,
AS-TBN29-4,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine2-6,
AS-TBN29-3,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine2-5,
AS-TBN29-2,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine2-4,
AS-TBN29-1,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine2-3,
AS-TBN29-100,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine2-2,
AS-TBN29-99,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine20-1,
AS-TBN29-98,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine20-10,
AS-TBN29-97,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine20-9,
AS-TBN29-96,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine20-8,
AS-TBN29-95,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine20-7,
AS-TBN29-94,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine20-6,
AS-TBN29-93,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine20-5,
AS-TBN29-92,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine20-4,
AS-TBN29-91,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine20-3,
AS-TBN29-90,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine20-2,
AS-TBN29-89,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine21-1,
AS-TBN29-88,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine21-10,
AS-TBN29-87,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine21-9,
AS-TBN29-86,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine21-8,
AS-TBN29-85,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine21-7,
AS-TBN29-84,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine21-6,
AS-TBN29-83,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine21-5,
AS-TBN29-82,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine21-4,
AS-TBN29-81,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine21-3,
AS-TBN29-80,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine21-2,
AS-TBN29-79,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine22-1,
AS-TBN29-78,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine22-10,
AS-TBN29-77,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine22-9,
AS-TBN29-76,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine22-8,
AS-TBN29-75,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine22-7,
AS-TBN29-74,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine22-6,
AS-TBN29-73,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine22-5,
AS-TBN29-72,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine22-4,
AS-TBN29-71,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine22-3,
AS-TBN29-70,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine22-2,
AS-TBN29-69,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine23-1,
AS-TBN29-68,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine23-10,
AS-TBN29-67,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine23-9,
AS-TBN29-66,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine23-8,
AS-TBN29-65,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine23-7,
AS-TBN29-64,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine23-6,
AS-TBN29-63,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine23-5,
AS-TBN29-62,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine23-4,
AS-TBN29-61,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine23-3,
AS-TBN29-60,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine23-2,
AS-TBN29-59,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine24-1,
AS-TBN29-58,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine24-10,
AS-TBN29-57,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine24-9,
AS-TBN29-56,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine24-8,
AS-TBN29-55,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine24-7,
AS-TBN29-54,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine24-6,
AS-TBN29-53,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine24-5,
AS-TBN29-52,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine24-4,
AS-TBN29-51,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine24-3,
AS-TBN29-50,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine24-2,
AS-TBN29-49,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine25-2,
AS-TBN29-48,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine25-1,
AS-TBN29-47,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine25-3,
AS-TBN29-46,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine25-4,
AS-TBN29-45,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine25-5,
AS-TBN29-44,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine25-6,
AS-TBN29-43,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine25-7,
AS-TBN29-42,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine25-8,
AS-TBN29-41,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine25-9,
AS-TBN29-40,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine25-10,
AS-TBN29-39,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine26-1,
AS-TBN29-38,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine26-2,
AS-TBN29-37,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine26-3,
AS-TBN29-36,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine26-4,
AS-TBN29-35,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine26-5,
AS-TBN29-34,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine26-6,
AS-TBN29-33,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine26-7,
AS-TBN29-32,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine26-8,
AS-TBN29-31,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine26-9,
AS-TBN29-30,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine26-10,
AS-TBN3-1,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine27-1,
AS-TBN3-2,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine27-2,
AS-TBN3-3,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine27-3,
AS-TBN3-4,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine27-4,
AS-TBN3-5,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine27-5,
