Tag Name,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
AS-TBN46-51,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine13-1,
AS-TBN46-50,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine13-10,
AS-TBN46-49,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine13-9,
AS-TBN46-48,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine13-8,
AS-TBN46-47,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine13-7,
AS-TBN46-46,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine13-6,
AS-TBN46-45,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine13-5,
AS-TBN46-44,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine13-4,
AS-TBN46-43,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine13-3,
AS-TBN46-42,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine13-2,
AS-TBN46-41,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine14-1,
AS-TBN46-40,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine14-10,
AS-TBN46-39,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine14-9,
AS-TBN46-38,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine14-8,
AS-TBN46-37,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine14-7,
AS-TBN46-36,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine14-6,
AS-TBN46-35,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine14-5,
AS-TBN46-34,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine14-4,
AS-TBN46-33,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine14-3,
AS-TBN46-32,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine14-2,
AS-TBN46-31,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine15-1,
AS-TBN46-30,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine15-10,
AS-TBN46-29,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine15-9,
AS-TBN46-28,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine15-8,
AS-TBN46-27,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine15-7,
AS-TBN46-26,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine15-6,
AS-TBN46-25,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine15-5,
AS-TBN46-24,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine15-4,
AS-TBN46-23,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine15-3,
AS-TBN46-22,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine15-2,
AS-TBN46-21,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine16-1,
AS-TBN46-20,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine16-10,
AS-TBN46-19,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine16-9,
AS-TBN46-18,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine16-8,
AS-TBN46-17,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine16-7,
AS-TBN46-16,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine16-6,
AS-TBN46-15,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine16-5,
AS-TBN46-14,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine16-4,
AS-TBN46-13,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine16-3,
AS-TBN46-12,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine16-2,
AS-TBN46-11,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine17-1,
AS-TBN46-10,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine17-10,
AS-TBN46-9,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine17-9,
AS-TBN46-8,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine17-8,
AS-TBN46-7,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine17-7,
AS-TBN46-6,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine17-6,
AS-TBN46-5,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine17-5,
AS-TBN46-4,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine17-4,
AS-TBN46-3,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine17-3,
AS-TBN46-2,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine17-2,
AS-TBN47-1,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine18-1,
AS-TBN47-100,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine18-10,
AS-TBN47-99,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine18-9,
AS-TBN47-98,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine18-8,
AS-TBN47-97,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine18-7,
AS-TBN47-96,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine18-6,
AS-TBN47-95,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine18-5,
AS-TBN47-94,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine18-4,
AS-TBN47-93,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine18-3,
AS-TBN47-92,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine18-2,
AS-TBN47-91,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine19-1,
AS-TBN47-90,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine19-10,
AS-TBN47-89,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine19-9,
AS-TBN47-88,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine19-8,
AS-TBN47-87,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine19-7,
AS-TBN47-86,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine19-6,
AS-TBN47-85,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine19-5,
AS-TBN47-84,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine19-4,
AS-TBN47-83,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine19-3,
AS-TBN47-82,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine19-2,
AS-TBN47-81,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine2-1,
AS-TBN47-80,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine2-10,
AS-TBN47-79,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine2-9,
AS-TBN47-78,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine2-8,
AS-TBN47-77,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine2-7,
AS-TBN47-76,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine2-6,
AS-TBN47-75,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine2-5,
AS-TBN47-74,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine2-4,
AS-TBN47-73,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine2-3,
AS-TBN47-72,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine2-2,
AS-TBN47-71,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine20-1,
AS-TBN47-70,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine20-10,
AS-TBN47-69,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine20-9,
AS-TBN47-68,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine20-8,
AS-TBN47-67,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine20-7,
AS-TBN47-66,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine20-6,
AS-TBN47-65,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine20-5,
AS-TBN47-64,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine20-4,
AS-TBN47-63,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine20-3,
AS-TBN47-62,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine20-2,
AS-TBN47-61,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine21-1,
AS-TBN47-60,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine21-10,
AS-TBN47-59,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine21-9,
AS-TBN47-58,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine21-8,
AS-TBN47-57,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine21-7,
AS-TBN47-56,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine21-6,
AS-TBN47-55,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine21-5,
AS-TBN47-54,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine21-4,
AS-TBN47-53,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine21-3,
AS-TBN47-52,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine21-2,
AS-TBN47-51,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine22-1,
AS-TBN47-50,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine22-10,
AS-TBN47-49,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine22-9,
AS-TBN47-48,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine22-8,
AS-TBN47-47,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine22-7,
AS-TBN47-46,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine22-6,
AS-TBN47-45,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine22-5,
AS-TBN47-44,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine22-4,
AS-TBN47-43,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine22-3,
AS-TBN47-42,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine22-2,
AS-TBN47-41,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine23-1,
AS-TBN47-40,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine23-10,
AS-TBN47-39,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine23-9,
AS-TBN47-38,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine23-8,
AS-TBN47-37,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine23-7,
AS-TBN47-36,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine23-6,
AS-TBN47-35,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine23-5,
AS-TBN47-34,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine23-4,
AS-TBN47-33,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine23-3,
AS-TBN47-32,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine23-2,
AS-TBN47-31,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine24-1,
AS-TBN47-30,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine24-10,
AS-TBN47-29,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine24-9,
AS-TBN47-28,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine24-8,
AS-TBN47-27,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine24-7,
AS-TBN47-26,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine24-6,
AS-TBN47-25,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine24-5,
AS-TBN47-24,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine24-4,
AS-TBN47-23,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine24-3,
AS-TBN47-22,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine24-2,
AS-TBN47-21,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine25-2,
AS-TBN47-20,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine25-1,
AS-TBN47-19,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine25-3,
AS-TBN47-18,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine25-4,
AS-TBN47-17,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine25-5,
AS-TBN47-16,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine25-6,
AS-TBN47-15,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine25-7,
AS-TBN47-14,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine25-8,
AS-TBN47-13,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine25-9,
AS-TBN47-12,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine25-10,
AS-TBN47-11,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine26-1,
AS-TBN47-10,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine26-2,
AS-TBN47-9,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine26-3,
AS-TBN47-8,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine26-4,
AS-TBN47-7,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine26-5,
AS-TBN47-6,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine26-6,
AS-TBN47-5,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine26-7,
AS-TBN47-4,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine26-8,
AS-TBN47-3,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine26-9,
AS-TBN47-2,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine26-10,
AS-TBN48-1,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine27-1,
AS-TBN48-100,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine27-2,
AS-TBN48-99,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine27-3,
AS-TBN48-98,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine27-4,
AS-TBN48-97,"SINE (10, 0.000000, 10.000000, 0.050000, 180)",Float,1,RO,100,,,,,,,,,,Turbine27-5,
